ciudad;depto;tamano;sector;seccion_sector;pa;numero_empleados;pb1;pb2;pb3;pb4;pb5;pb6;pb7;seleccion_por___contratados;pd1;pd2;p1;p1a;p2;p2a;p3;p3a;p4;p4a;p5;p5a;p6;p6a;p7;p7a;p8;p8a;p9;p9a;p10;p10a;p11;p11a;p12;p12a;p13;p13a;p14;p14a;p15;p15a;p16;p16a;p17;p17a;p18;p18a;p19;p19a;p20;p20a;p21a;p21b;p21c;p21d;p21e;factor
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;CONSTRUCCION;Entre 51 y 200 Empleados;2;;;;;;;Tecnicos o Tecnologos;5;6;3;3;4;4;3;3;2;2;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;2;3;1;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;SERVICIO DE TRANSPORTE;Mas de 200 Empleados;4;1;6;;;;;Tecnicos o Tecnologos;4;6;3;2;2;2;3;3;1;1;4;4;2;1;3;2;2;2;3;3;3;3;3;3;4;3;3;2;2;2;3;2;2;2;3;3;3;2;3;3;3;2;3;2;5;1;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;AGENCIA DE CARGA;Entre 11 y 50 Empleados;6;7;5;4;;;;Tecnicos o Tecnologos;2;6;4;3;3;3;3;2;2;3;3;3;2;2;2;2;2;3;2;2;3;3;3;3;3;3;3;3;3;3;2;2;3;3;2;2;3;3;3;3;3;3;4;3;5;1;2;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;FOTOGRAFIA;Entre 51 y 200 Empleados;4;;;;;;;Universitarios;20;10;4;3;4;2;4;3;1;1;4;2;4;4;4;3;4;3;4;2;3;3;3;3;4;4;4;3;3;3;3;3;4;4;4;4;2;2;4;4;4;4;4;5;3;2;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;CONSULTORES EN PROGRAMAS DE INFORMATICA ;Mas de 200 Empleados;4;5;6;;;;;Universitarios;24;0;4;1;3;3;4;2;1;1;4;4;4;4;4;3;4;4;4;4;3;3;4;2;4;4;4;2;3;2;3;1;4;3;4;3;3;3;4;4;2;1;5;1;2;4;3;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;SERVICIOS DE ASESORIA;Entre 11 y 50 Empleados;7;;;;;;;Tecnicos o Tecnologos;12;18;4;4;3;3;3;3;1;1;2;2;3;3;3;3;2;2;3;3;4;4;3;3;3;3;4;4;4;4;3;2;3;3;3;3;3;2;2;3;4;4;1;2;3;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;TURISMO;Entre 11 y 50 Empleados;5;6;;;;;;Universitarios;10;5;4;3;3;4;4;3;4;3;4;3;4;3;4;2;4;3;4;3;4;3;2;3;3;3;3;3;4;3;4;4;3;4;4;3;4;4;3;3;4;3;1;4;2;3;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;H;ASADEROS DE POLLO;Entre 51 y 200 Empleados;6;;;;;;;Tecnicos o Tecnologos;1;2;4;4;3;3;4;4;1;2;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;3;4;3;4;3;4;4;4;4;4;3;1;2;5;4;3;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;SERVICIOS DE CONSTRUCCION;Entre 11 y 50 Empleados;1;4;;;;;;Tecnicos o Tecnologos;12;15;3;3;3;3;3;3;1;1;4;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;4;5;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;SERVICIOS DE EXPORTACION;Entre 11 y 50 Empleados;2;;;;;;;Tecnicos o Tecnologos;1;2;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;3;5;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;CONSTRUCTORA DE BIENES INMUEBL;Menos de 11 Empleados;1;;;;;;;Tecnicos o Tecnologos;1;2;3;3;3;4;4;3;4;3;4;3;4;3;3;3;3;3;3;2;3;2;2;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;1;4;5;3;2;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;INVERSIONES;Menos de 11 Empleados;1;5;6;;;;;Tecnicos o Tecnologos;2;4;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;3;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;ASOCIACION;Menos de 11 Empleados;7;;;;;;;Tecnicos o Tecnologos;1;2;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;4;3;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;ASESORIAS;Entre 11 y 50 Empleados;5;6;;;;;;Universitarios;2;0;3;2;4;3;4;4;4;2;4;4;3;3;4;3;4;3;4;3;4;4;4;4;4;3;4;3;4;3;4;3;4;3;4;4;4;4;4;4;4;2;2;3;1;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;ALQUILER DE EQUIPOS PARA OF;Entre 11 y 50 Empleados;4;;;;;;;Universitarios;5;0;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;5;4;3;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;CONSTRUCCION;Entre 11 y 50 Empleados;1;7;;;;;;Universitarios;30;0;3;3;3;3;4;4;3;3;4;4;4;4;4;3;4;4;3;3;4;4;4;3;4;4;4;3;4;4;4;3;4;3;4;4;4;4;4;4;4;3;2;1;3;5;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;TELEFONIA CELULAR;Mas de 200 Empleados;1;2;4;5;6;;;Tecnicos o Tecnologos;30;50;4;4;4;4;4;4;3;3;4;4;4;4;3;3;4;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;3;3;3;3;2;2;3;3;4;4;5;1;2;4;3;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;CONSTRUCCION;Menos de 11 Empleados;6;5;;;;;;Universitarios;2;0;3;3;3;3;3;3;1;1;4;4;4;4;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;3;5;1;3;4;2;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;INGENIEROS ELECTRICO Y COMUNIC;Entre 11 y 50 Empleados;1;5;6;;;;;Universitarios;30;15;4;4;4;3;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;5;3;1;2;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;J;FINANCIERA;Menos de 11 Empleados;2;;;;;;;Universitarios;2;0;4;4;4;3;3;3;1;2;4;4;4;4;4;3;4;4;4;3;4;4;4;3;4;4;4;4;3;3;3;3;4;4;3;3;3;3;4;4;4;4;3;1;2;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;M;EDUCACION;Entre 51 y 200 Empleados;5;6;;;;;;Universitarios;2;0;3;3;2;2;2;2;2;2;3;2;2;2;3;2;4;3;4;3;4;4;4;3;4;3;4;3;4;4;4;3;3;3;4;3;3;2;3;3;3;3;4;2;3;5;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;INVERSIONES;Entre 11 y 50 Empleados;3;5;6;;;;;Tecnicos o Tecnologos;1;3;4;3;3;3;3;3;1;1;4;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;4;4;3;3;3;1;2;5;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;CONSTRUCCION;Entre 11 y 50 Empleados;6;5;;;;;;Tecnicos o Tecnologos;1;2;4;3;3;2;4;4;4;3;3;3;3;2;4;3;4;4;4;3;4;4;4;3;3;3;3;3;3;3;4;4;4;3;4;4;4;3;4;4;4;2;3;2;5;1;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;J;SERVICIO FINANCIERO;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;3;0;4;3;4;1;4;3;4;3;4;3;1;1;4;3;4;2;4;4;4;4;3;3;4;3;4;4;1;2;4;3;3;3;4;3;1;1;4;3;4;4;2;3;1;5;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;COMERCIO AL POR MAYOR DE PRODUCTOS DIVERSOS;Menos de 11 Empleados;7;;;;;;;Tecnicos o Tecnologos;2;4;3;3;2;2;3;3;4;1;3;3;4;2;4;2;4;4;4;3;4;4;4;4;4;4;4;4;3;3;4;3;4;3;3;3;3;3;4;4;4;4;2;1;3;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;H;SERVICIOS DE HOSPEDAJE;Entre 11 y 50 Empleados;7;;;;;;;Universitarios;12;0;4;3;4;3;4;4;4;4;4;4;4;4;4;2;4;2;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;2;3;5;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;IMPRESION DE PAPEL;Entre 51 y 200 Empleados;1;4;6;;;;;Tecnicos o Tecnologos;5;11;3;3;2;2;3;2;1;1;4;4;4;4;3;3;3;3;3;3;4;3;4;3;4;3;4;3;4;3;4;3;3;3;3;2;3;2;4;4;4;4;3;5;4;2;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;CONSTRUCCION;Entre 51 y 200 Empleados;1;4;6;5;;;;Tecnicos o Tecnologos;25;63;2;2;2;2;3;3;3;3;3;3;4;4;3;3;3;3;2;2;4;4;2;2;3;3;2;2;2;2;3;3;3;3;3;3;3;3;2;2;3;3;3;4;1;5;2;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;LA LOGISTICA DE IMPORTACIONES;Entre 11 y 50 Empleados;3;;;;;;;Universitarios;32;0;3;3;4;4;3;3;2;2;4;4;3;3;3;3;4;4;3;3;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;3;3;3;1;2;3;5;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;COMERCIO;Mas de 200 Empleados;5;6;;;;;;Tecnicos o Tecnologos;12;13;3;3;3;3;2;2;2;2;4;4;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;2;2;3;3;3;3;3;2;5;4;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;CONSTRUCCION;Entre 11 y 50 Empleados;4;5;;;;;;Universitarios;3;0;4;2;3;2;4;3;2;1;4;3;4;3;4;2;4;4;4;3;4;3;4;2;4;3;3;3;3;3;4;1;4;3;4;3;4;3;4;2;4;2;3;4;2;5;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;PRODUCCION DE MESCLAS ASFALTIC;Entre 51 y 200 Empleados;4;;;;;;;Tecnicos o Tecnologos;5;10;3;3;2;2;4;4;2;2;4;4;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;2;2;4;4;3;3;1;3;2;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;ARTES GRAFICAS;Entre 51 y 200 Empleados;1;3;;;;;;Tecnicos o Tecnologos;10;12;3;4;4;3;4;3;2;2;4;4;4;4;4;4;4;3;3;3;4;4;4;3;4;4;3;3;4;4;4;3;4;3;3;4;2;3;3;3;4;4;3;2;5;4;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;SERVICIOS;Entre 51 y 200 Empleados;7;;;;;;;Universitarios;60;20;4;4;4;3;3;3;4;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;3;4;3;4;4;3;3;4;3;4;4;2;3;1;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;CONSULTORIA;Entre 51 y 200 Empleados;1;3;4;;;;;Universitarios;60;0;4;4;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;3;3;4;4;4;4;1;4;2;3;5;13,24
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;FABRICA AUTOPARTES;Entre 11 y 50 Empleados;1;4;;;;;;Tecnicos o Tecnologos;1;2;3;3;3;3;3;3;1;2;4;4;4;4;4;4;3;3;4;3;4;3;3;3;4;4;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;2;4;5;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;IMPORTADORES DECHOCOLATES Y GA;Menos de 11 Empleados;2;4;5;6;;;;Tecnicos o Tecnologos;1;5;4;4;2;4;4;4;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;3;4;4;4;3;4;4;3;3;3;4;4;1;4;5;3;2;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENTAS DE MATERIAL CONSTRUCCIO;Menos de 11 Empleados;4;5;6;;;;;Tecnicos o Tecnologos;0;1;4;4;3;3;4;3;2;2;2;2;4;2;4;4;4;4;2;2;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;3;4;2;4;2;5;1;2;3;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Menos de 11 Empleados;6;4;;;;;;Tecnicos o Tecnologos;0;1;3;4;3;3;3;3;1;1;3;3;1;1;3;3;3;3;2;2;3;3;4;2;3;3;4;2;4;2;2;2;2;2;3;3;2;2;3;3;2;2;2;1;3;5;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Menos de 11 Empleados;5;;;;;;;Tecnicos o Tecnologos;0;1;3;3;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;4;4;3;1;2;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;PRODUCCION/COMERCIO DE LICORES;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;2;1;4;3;4;2;4;2;3;1;4;3;4;3;4;3;4;2;3;2;4;3;4;3;4;2;4;2;4;2;4;2;4;2;4;3;3;2;3;2;3;2;1;2;3;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;A;INMOBILIARIA;Entre 11 y 50 Empleados;2;6;;;;;;Universitarios;2;0;3;3;3;3;3;3;1;1;3;3;1;1;3;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;2;1;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENTA DE COMBUSTIBLES;Entre 11 y 50 Empleados;1;2;4;5;6;;;Tecnicos o Tecnologos;0;1;4;3;4;3;4;2;2;1;4;4;4;3;4;3;4;4;4;3;4;4;4;3;4;4;4;3;4;2;4;2;4;2;4;4;3;2;4;4;4;2;3;1;2;5;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENTA REPUESTOS AUTOMOTORES;Menos de 11 Empleados;5;6;;;;;;Tecnicos o Tecnologos;2;2;4;4;4;4;4;4;3;2;4;4;4;3;4;4;4;4;3;3;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;3;3;4;4;4;4;1;3;4;2;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Menos de 11 Empleados;4;;;;;;;Universitarios;1;0;3;3;4;4;4;4;1;1;4;2;3;3;3;3;4;4;4;4;4;4;3;3;4;4;4;4;3;3;3;3;3;3;4;4;3;3;4;4;4;4;2;1;3;5;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIALIZADORA ELECTRODOMEST;Menos de 11 Empleados;4;5;;;;;;Tecnicos o Tecnologos;1;2;4;3;3;3;3;3;1;2;2;2;2;2;3;3;2;3;3;3;4;3;2;2;3;3;3;2;2;2;2;2;3;2;3;3;2;2;2;3;3;3;3;2;1;5;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;EXPORTACION;Menos de 11 Empleados;5;6;;;;;;Tecnicos o Tecnologos;0;1;3;3;3;3;4;4;3;3;3;3;3;2;3;2;3;3;3;2;4;4;3;2;3;3;3;2;4;3;3;3;3;3;3;2;3;2;3;2;3;3;3;4;1;2;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;A;RADIO Y TV;Entre 11 y 50 Empleados;4;5;;;;;;Tecnicos o Tecnologos;1;2;4;4;4;3;4;4;2;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;4;4;4;3;4;4;4;3;4;3;2;3;4;1;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;1;0;3;4;4;4;3;4;2;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;2;5;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENDEDORES DE LUBRICANTES;Entre 11 y 50 Empleados;5;6;;;;;;Tecnicos o Tecnologos;2;2;2;3;3;3;3;3;2;2;2;2;2;2;3;2;3;3;3;2;3;3;3;3;2;2;3;2;3;3;2;2;2;2;3;2;3;2;3;3;3;2;3;4;5;2;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Entre 11 y 50 Empleados;6;5;;;;;;Tecnicos o Tecnologos;0;6;3;3;2;2;2;2;2;2;4;4;2;2;2;2;3;3;2;2;4;4;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;2;2;2;2;1;3;2;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENTA DE VEHICULOS;Mas de 200 Empleados;1;2;3;4;5;6;;Tecnicos o Tecnologos;15;30;3;3;3;3;3;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;3;3;2;2;3;3;3;3;5;4;3;2;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Menos de 11 Empleados;1;6;;;;;;Tecnicos o Tecnologos;0;1;3;3;4;2;4;2;2;2;4;4;3;3;4;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;4;3;3;3;4;4;3;3;3;3;4;4;2;1;3;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENTA DE MOTOS;Entre 11 y 50 Empleados;1;5;6;;;;;Tecnicos o Tecnologos;0;1;2;2;4;3;4;3;4;1;4;1;3;2;4;2;4;1;4;1;4;4;4;4;4;4;4;3;4;4;4;3;4;2;4;4;4;4;4;4;4;4;3;5;1;2;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Entre 11 y 50 Empleados;6;;;;;;;Tecnicos o Tecnologos;0;2;4;4;3;2;4;2;1;1;4;3;2;2;2;2;4;4;4;4;4;4;3;3;4;4;3;3;2;2;2;2;2;2;3;3;4;4;2;2;4;4;5;4;3;1;2;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO AL POR MENOR DE MATERIALES PARA CONSTRUCCION;Menos de 11 Empleados;1;6;;;;;;Tecnicos o Tecnologos;1;1;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;3;3;2;3;2;3;2;3;2;3;3;3;3;3;2;3;2;1;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;SERVICIOS INMOBILIARIOS;Entre 11 y 50 Empleados;5;6;;;;;;Tecnicos o Tecnologos;0;2;4;4;2;2;3;3;1;1;4;4;1;1;1;1;4;4;3;3;4;4;3;3;3;3;3;3;3;3;1;1;2;2;3;3;2;2;3;3;3;3;2;1;4;3;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;ADCESORIOS PARA CASA Y MUEBLES;Entre 11 y 50 Empleados;2;;;;;;;Universitarios;2;2;4;4;4;4;4;4;2;2;3;3;3;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;2;2;2;1;2;3;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;ELABORAN Y VENTA DE FARMACEU;Entre 51 y 200 Empleados;4;5;6;;;;;Universitarios;10;6;3;2;3;3;3;3;2;2;3;3;3;3;3;2;3;3;3;2;4;3;3;3;4;4;4;3;4;4;4;3;3;3;4;4;4;3;4;3;4;3;3;2;1;5;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO AL POR  MAYOR DE PRODUCTOS QUIMICOS BASICOS;Menos de 11 Empleados;5;1;;;;;;Universitarios;1;0;3;3;2;2;3;3;2;2;3;3;1;3;4;3;3;3;3;3;3;3;3;3;4;4;3;3;2;2;3;2;3;3;3;3;3;2;1;1;3;2;1;2;4;5;3;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Menos de 11 Empleados;5;;;;;;;Universitarios;1;0;3;3;3;3;4;4;2;2;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;4;4;3;3;4;4;3;3;4;4;4;3;5;1;2;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;PRODUCTO QUIMICO;Menos de 11 Empleados;7;;;;;;;Universitarios;4;1;3;3;3;3;3;3;2;2;4;4;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;3;4;4;3;3;3;3;3;2;1;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMPRA Y VENTA;Menos de 11 Empleados;2;;;;;;;Universitarios;1;0;3;3;3;3;4;4;2;2;4;3;3;3;3;3;4;4;3;3;4;4;3;3;3;3;3;3;2;2;2;2;2;2;4;4;4;4;3;3;4;4;2;1;3;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;FLORES;Entre 11 y 50 Empleados;1;5;6;;;;;Universitarios;3;0;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;5;1;2;4;3;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR;Menos de 11 Empleados;5;6;;;;;;Tecnicos o Tecnologos;0;1;4;4;4;4;3;3;2;2;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;3;3;4;4;4;4;3;2;1;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Entre 11 y 50 Empleados;7;;;;;;;Universitarios;4;2;4;3;4;3;4;2;3;2;4;4;4;3;4;3;4;4;4;4;4;4;4;3;4;4;4;3;4;2;4;2;4;3;4;2;4;2;4;2;4;3;5;1;2;3;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;SERVICIOS DE MANTENIMIENTO MAQ;Menos de 11 Empleados;5;6;;;;;;Universitarios;4;3;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;3;3;4;4;3;4;4;3;3;3;3;3;4;4;4;4;4;4;3;3;3;3;4;4;4;3;2;1;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENTA DE ENCICLOPEDIAS;Entre 11 y 50 Empleados;2;5;6;;;;;Tecnicos o Tecnologos;0;3;3;2;3;3;4;3;1;1;3;3;2;2;4;3;2;2;4;2;4;3;4;3;3;3;3;3;3;2;4;4;4;3;4;3;4;3;4;4;4;2;4;3;1;2;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENTA PRODUCTOS METALMECANICOS;Entre 11 y 50 Empleados;1;4;;;;;;Tecnicos o Tecnologos;7;15;3;3;4;2;4;2;4;2;4;4;4;4;4;3;4;3;4;2;4;3;4;2;4;3;4;3;4;3;4;3;4;3;4;2;4;2;4;1;4;3;3;5;4;2;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;AGROPECUARIA;Menos de 11 Empleados;5;;;;;;;Universitarios;2;0;3;2;4;3;4;3;2;1;4;3;4;3;3;3;4;3;4;2;4;4;3;3;2;3;3;3;2;2;3;3;3;3;3;3;2;2;3;4;3;3;1;2;4;3;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;PRESTACION DE SERVICOS EDUCATI;Entre 11 y 50 Empleados;4;;;;;;;Universitarios;6;1;4;4;4;4;2;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;1;2;3;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIANTE;Entre 11 y 50 Empleados;4;;;;;;;Universitarios;2;1;3;3;2;2;4;4;2;2;4;4;4;4;3;3;4;4;2;2;4;4;1;1;4;4;3;3;3;3;3;3;1;1;4;4;1;1;3;3;3;3;3;4;2;5;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO PRODUCTOS QUIMICOS;Entre 11 y 50 Empleados;6;;;;;;;Tecnicos o Tecnologos;3;5;4;2;4;2;4;2;4;1;4;4;3;3;4;3;4;3;4;3;4;4;4;4;4;4;3;2;4;4;3;2;4;2;3;3;4;3;4;3;4;3;2;3;4;5;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO DE BALANZAS ELECTRONI;Menos de 11 Empleados;6;;;;;;;Universitarios;4;3;4;3;3;2;3;2;1;1;4;4;2;2;3;3;3;2;3;2;3;3;3;2;3;1;2;1;3;2;3;2;2;1;2;1;2;1;2;1;2;1;3;2;4;5;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;SERVICIOS AUTOMOTRICES;Entre 11 y 50 Empleados;1;4;5;6;;;;Tecnicos o Tecnologos;0;2;3;3;2;3;4;3;3;3;3;2;4;2;4;2;4;3;3;2;4;2;4;3;3;3;3;2;3;3;3;2;3;2;4;3;3;2;4;2;3;1;3;2;1;5;4;29,78
